1223,"Genre(s): Action,                                            Shooter,                                            Shoot-'Em-Up,                                            Horizontal "
1224,"Genre(s): Sports,                                            Team,                                            Soccer,                                            Sim "
1225,"Genre(s): Role-Playing,                                            Action RPG,                                            Roguelike "
1226,"Genre(s): Role-Playing,                                            Adventure,                                            General,                                            General,                                            General "
1227,"Genre(s): Simulation,                                            Miscellaneous,                                            Virtual Life,                                            Virtual,                                            Virtual Life "
1228,"Genre(s): Simulation,                                            Virtual,                                            Career "
1229,"Genre(s): Action,                                            Pinball "
1230,"Genre(s): Action,                                            Shooter,                                            Shooter,                                            First-Person,                                            Fantasy,                                            Fantasy,                                            Arcade "
1231,"Genre(s): Action,                                            General,                                            Role-Playing,                                            Action RPG "
1232,"Genre(s): Strategy,                                            Real-Time,                                            Sci-Fi,                                            General "
1233,"Genre(s): Strategy,                                            Real-Time,                                            Wargame,                                            Real-Time,                                            General "
1234,"Genre(s): Action,                                            Shooter,                                            First-Person,                                            Arcade "
1235,"Genre(s): Adventure,                                            3D,                                            First-Person,                                            Modern,                                            Modern "
1236,"Genre(s): Role-Playing,                                            Western-Style "
1237,"Genre(s): Action,                                            Simulation,                                            Flight,                                            Flight,                                            Vehicle,                                            Combat "
1238,"Genre(s): Role-Playing,                                            Massively Multiplayer "
1239,"Genre(s): Strategy,                                            Real-Time,                                            Sci-Fi,                                            Sci-Fi,                                            General,                                            Command "
1240,"Genre(s): Sci-Fi,                                            Action Adventure,                                            General "
1241,"Genre(s): General,                                            Action,                                            Adventure,                                            General,                                            Point-and-Click "
1242,"Genre(s): Role-Playing,                                            Massively Multiplayer Online,                                            Massively Multiplayer,                                            Sci-Fi "
1243,"Genre(s): Sports,                                            Team,                                            Soccer,                                            Management "
1244,"Genre(s): Action,                                            Platformer,                                            Platformer,                                            2D,                                            2D,                                            ,                                            Metroidvania "
1245,"Genre(s): Action,                                            Platformer,                                            3D "
1246,"Genre(s): Strategy,                                            Real-Time,                                            Historic,                                            General,                                            Historic "
1247,"Genre(s): Simulation,                                            Virtual,                                            Virtual Life "
1248,"Genre(s): Simulation,                                            Virtual,                                            Virtual Life "
1249,"Genre(s): Action Adventure,                                            General "
1250,"Genre(s): General,                                            Action,                                            Shooter,                                            First-Person,                                            Historic,                                            Arcade "
1251,"Genre(s): Action,                                            Shooter,                                            Third-Person,                                            Arcade "
1252,"Genre(s): Adventure,                                            General,                                            General,                                            Point-and-Click "
1253,"Genre(s): Action,                                            General "
1254,"Genre(s): Action Adventure,                                            Horror,                                            Horror,                                            Survival "
1255,"Genre(s): Action,                                            Action Adventure,                                            General "
1256,"Genre(s): Action Adventure,                                            Sci-Fi,                                            General,                                            Survival "
1257,"Genre(s): Action,                                            Shooter,                                            First-Person,                                            Tactical "
1258,"Genre(s): Role-Playing,                                            Action RPG,                                            Action RPG "
1259,"Genre(s): Adventure,                                            General,                                            General "
1260,"Genre(s): Action,                                            Adventure,                                            General,                                            Platformer,                                            3D "
1261,"Genre(s): Role-Playing,                                            Massively Multiplayer "
1262,"Genre(s): Adventure,                                            General "
1263,"Genre(s): Role-Playing,                                            Action RPG "
1264,"Genre(s): Adventure,                                            General "
1265,"Genre(s): Action,                                            Platformer,                                            2D "
1266,"Genre(s): Adventure,                                            General "
1267,"Genre(s): Strategy,                                            Real-Time,                                            MOBA "
1268,"Genre(s): General,                                            Adventure,                                            Visual Novel "
1269,"Genre(s): Miscellaneous,                                            Board / Card Game "
1270,"Genre(s): Role-Playing,                                            Action RPG,                                            Action RPG "
1271,"Genre(s): Role-Playing,                                            General "
1272,"Genre(s): Role-Playing,                                            Action Adventure,                                            Action RPG,                                            Open-World "
1273,"Genre(s): Action,                                            Shooter,                                            First-Person,                                            Light Gun,                                            Arcade "
1274,"Genre(s): Strategy,                                            Real-Time,                                            General "
1275,"Genre(s): Action,                                            Shooter,                                            Shooter,                                            First-Person,                                            Tactical,                                            Modern "
1276,"Genre(s): Role-Playing,                                            Massively Multiplayer Online,                                            Massively Multiplayer,                                            Fantasy "
1277,"Genre(s): Action,                                            Platformer,                                            2D "
1278,"Genre(s): Driving,                                            Racing,                                            Simulation,                                            GT / Street,                                            GT / Street,                                            Automobile "
1279,"Genre(s): Miscellaneous,                                            Board Games,                                            Board Games "
1280,"Genre(s): Action,                                            Fighting,                                            2D "
1281,"Genre(s): Driving,                                            Racing,                                            Simulation,                                            GT / Street,                                            GT / Street,                                            Automobile "
1282,"Genre(s): Puzzle,                                            Action,                                            General "
1283,"Genre(s): Action,                                            General,                                            Racing,                                            Simulation,                                            Automobile "
1284,"Genre(s): Puzzle,                                            Action "
1285,"Genre(s): Strategy,                                            Real-Time,                                            Historic,                                            Historic,                                            Command "
1286,"Genre(s): Adventure,                                            General,                                            3D,                                            Fantasy,                                            Third-Person,                                            Fantasy "
1287,"Genre(s): Action,                                            General,                                            General,                                            Shooter,                                            Third-Person,                                            Tactical "
1288,"Genre(s): Action Adventure,                                            Fantasy,                                            General,                                            Fantasy "
1289,"Genre(s): Miscellaneous,                                            Adventure,                                            General,                                            Compilation "
1290,"Genre(s): Action Adventure,                                            Modern,                                            Fantasy,                                            Fantasy,                                            Open-World "
1291,"Genre(s): Simulation,                                            Virtual,                                            Virtual Life "
1292,"Genre(s): Adventure,                                            General,                                            Strategy,                                            Turn-Based,                                            4X "
1293,"Genre(s): Adventure,                                            General,                                            General "
1294,"Genre(s): Role-Playing,                                            Western-Style "
1295,"Genre(s): Action,                                            Platformer,                                            Platformer,                                            2D,                                            2D "
1296,"Genre(s): Action,                                            Shooter,                                            Shooter,                                            First-Person,                                            Sci-Fi,                                            Sci-Fi,                                            Arcade "
1297,"Genre(s): Sci-Fi,                                            Strategy,                                            Turn-Based,                                            General "
1298,"Genre(s): Strategy,                                            Real-Time,                                            General,                                            Command "
1299,"Genre(s): Strategy,                                            Turn-Based,                                            General "
1300,"Genre(s): Strategy,                                            Turn-Based,                                            Tactics "
1301,"Genre(s): Driving,                                            Racing,                                            Arcade,                                            Arcade,                                            Automobile "
1302,"Genre(s): Driving,                                            Racing,                                            Arcade,                                            Arcade,                                            Automobile "
1303,"Genre(s): Role-Playing,                                            PC-style RPG,                                            PC-style RPG,                                            Western-Style "
1304,"Genre(s): Miscellaneous,                                            Board Games,                                            Board Games,                                            Board / Card Game "
1305,"Genre(s): Driving,                                            Racing,                                            Simulation,                                            Stock Car,                                            Stock Car,                                            Automobile "
1306,"Genre(s): Strategy,                                            Real-Time,                                            Historic,                                            General,                                            Historic "
1307,"Genre(s): Role-Playing,                                            General,                                            General,                                            Action RPG "
1308,"Genre(s): Role-Playing,                                            Massively Multiplayer Online,                                            Massively Multiplayer,                                            Sci-Fi,                                            Sci-Fi "
1309,"Genre(s): Strategy,                                            Real-Time,                                            General,                                            Historic "
1310,"Genre(s): General,                                            Action,                                            Adventure,                                            General,                                            Point-and-Click "
1311,"Genre(s): Adventure,                                            General "
1312,"Genre(s): Role-Playing,                                            PC-style RPG,                                            Action RPG "
1313,"Genre(s): Role-Playing,                                            Japanese-Style "
1314,"Genre(s): General,                                            Action,                                            Shooter,                                            First-Person,                                            Arcade "
1315,"Genre(s): Miscellaneous,                                            Adventure,                                            General,                                            3D,                                            Compilation,                                            Third-Person "
1316,"Genre(s): Action Adventure,                                            General,                                            Open-World "
1317,"Genre(s): Action,                                            General,                                            Adventure,                                            Point-and-Click "
1318,"Genre(s): Action,                                            Shooter,                                            Shooter,                                            First-Person,                                            Sci-Fi,                                            Sci-Fi,                                            Arcade "
1319,"Genre(s): General,                                            Strategy,                                            Real-Time,                                            General,                                            Defense "
1320,"Genre(s): Strategy,                                            Real-Time,                                            Historic,                                            General,                                            Historic "
1321,"Genre(s): Action Adventure,                                            Fantasy,                                            General,                                            Fantasy "
1322,"Genre(s): General,                                            Adventure,                                            3D,                                            First-Person "
1323,"Genre(s): Strategy,                                            Real-Time,                                            Historic,                                            General,                                            Historic "
1324,"Genre(s): Hidden Object,                                            Puzzle,                                            Adventure,                                            General "
1325,"Genre(s): Adventure,                                            Text "
1326,"Genre(s): Action,                                            Platformer,                                            Platformer,                                            2D,                                            2D "
1327,"Genre(s): Strategy,                                            Real-Time,                                            Historic,                                            General "
1328,"Genre(s): Action,                                            Action Adventure,                                            Platformer,                                            Open-World,                                            Metroidvania "
1329,"Genre(s): Sci-Fi,                                            Third-Person,                                            Arcade,                                            Action,                                            Shooter,                                            First-Person,                                            Tactical "
1330,"Genre(s): Role-Playing,                                            First-Person,                                            First-Person,                                            Western-Style "
1331,"Genre(s): Action,                                            General,                                            Adventure,                                            3D,                                            First-Person "
1332,"Genre(s): Simulation,                                            General "
1333,"Genre(s): Puzzle,                                            Action,                                            General,                                            General "
1334,"Genre(s): General,                                            Action Adventure,                                            Linear "
1335,"Genre(s): Action Adventure,                                            General "
1336,"Genre(s): Action,                                            Shooter,                                            Shooter,                                            First-Person,                                            Historic,                                            Historic,                                            Arcade "
1337,"Genre(s): Role-Playing,                                            Japanese-Style "
1338,"Genre(s): Puzzle,                                            Action "
1339,"Genre(s): Adventure,                                            General "
1340,"Genre(s): Action Adventure,                                            General "
1341,"Genre(s): Adventure,                                            General "
1342,"Genre(s): Miscellaneous,                                            Adventure,                                            General,                                            Compilation "
1343,"Genre(s): Action,                                            Adventure,                                            General,                                            Platformer,                                            Platformer,                                            2D,                                            2D "
1344,"Genre(s): Role-Playing,                                            First-Person,                                            First-Person,                                            General,                                            Western-Style "
1345,"Genre(s): Action,                                            Shooter,                                            First-Person,                                            Arcade "
1346,"Genre(s): Sports,                                            Traditional,                                            Individual,                                            Golf,                                            Sim,                                            Sim "
1347,"Genre(s): Action,                                            Shooter,                                            Third-Person,                                            Arcade "
1348,"Genre(s): Action,                                            Action Adventure,                                            General,                                            Survival "
1349,"Genre(s): Strategy,                                            Tycoon,                                            Management,                                            Tycoon,                                            Business / Tycoon "
1350,"Genre(s): Role-Playing,                                            Action RPG "
1351,"Genre(s): Action,                                            Sports,                                            General,                                            Platformer,                                            3D "
1352,"Genre(s): Action,                                            Arcade "
1353,"Genre(s): Role-Playing,                                            Massively Multiplayer "
1354,"Genre(s): Simulation,                                            Miscellaneous,                                            Virtual Life,                                            Virtual,                                            Virtual Life "
1355,"Genre(s): Action,                                            Shooter,                                            Shooter,                                            First-Person,                                            Modern,                                            Modern,                                            Arcade "
1356,"Genre(s): Adventure,                                            General "
1357,"Genre(s): Adventure,                                            General,                                            3D,                                            First-Person "
1358,"Genre(s): Role-Playing,                                            Japanese-Style "
1359,"Genre(s): Strategy,                                            Turn-Based,                                            Sci-Fi,                                            General,                                            4X "
1360,"Genre(s): Sports,                                            Team,                                            Soccer,                                            Sim "
1361,"Genre(s): Strategy,                                            Real-Time,                                            Tactics "
1362,"Genre(s): Miscellaneous,                                            Puzzle,                                            Action,                                            General,                                            Puzzle,                                            Action "
1363,"Genre(s): Strategy,                                            Turn-Based,                                            Real-Time,                                            Tactics "
1364,"Genre(s): Action,                                            Shooter,                                            First-Person,                                            Arcade "
1365,"Genre(s): Adventure,                                            General,                                            Visual Novel "
1366,"Genre(s): Action,                                            Rhythm,                                            Music "
1367,"Genre(s): Action,                                            Platformer,                                            Platformer,                                            2D,                                            2D "
1368,"Genre(s): Role-Playing,                                            General,                                            General "
1369,"Genre(s): Action,                                            Platformer,                                            2D,                                            Metroidvania "
1370,"Genre(s): Adventure,                                            General "
1371,"Genre(s): Strategy,                                            Turn-Based,                                            Tactics "
1372,"Genre(s): Action,                                            Platformer,                                            2D "
1373,"Genre(s): Action Adventure,                                            Survival "
1374,"Genre(s): Role-Playing,                                            Massively Multiplayer Online,                                            Massively Multiplayer,                                            Fantasy,                                            Fantasy "
1375,"Genre(s): Action,                                            Shooter,                                            Shoot-'Em-Up,                                            Vertical "
1376,"Genre(s): Role-Playing,                                            Massively Multiplayer Online,                                            Massively Multiplayer,                                            Fantasy "
1377,"Genre(s): Strategy,                                            Real-Time,                                            Wargame,                                            Real-Time,                                            General "
1378,"Genre(s): Simulation,                                            Flight,                                            Modern Jet,                                            Modern Jet,                                            Combat "
1379,"Genre(s): Strategy,                                            Real-Time,                                            General,                                            General "
1380,"Genre(s): PC-style RPG,                                            General,                                            Role-Playing,                                            PC-style RPG,                                            Western-Style "
1381,"Genre(s): Strategy,                                            Management,                                            Government "
1382,"Genre(s): Action,                                            Shooter,                                            Shooter,                                            Scrolling,                                            Scrolling,                                            Shoot-'Em-Up,                                            Vertical "
1383,"Genre(s): Action,                                            Shooter,                                            Shooter,                                            First-Person,                                            Historic,                                            Tactical,                                            Historic,                                            Arcade "
1384,"Genre(s): Action,                                            Shooter,                                            First-Person,                                            Arcade "
1385,"Genre(s): Strategy,                                            Real-Time,                                            Fantasy,                                            General,                                            Fantasy,                                            Command "
1386,"Genre(s): Role-Playing,                                            Action RPG "
1387,"Genre(s): Strategy,                                            Real-Time,                                            Historic,                                            General "
1388,"Genre(s): Puzzle,                                            Action,                                            General "
1389,"Genre(s): Strategy,                                            Turn-Based,                                            General,                                            4X "
1390,"Genre(s): PC-style RPG,                                            Role-Playing,                                            Western-Style "
1391,"Genre(s): Adventure,                                            Text "
1392,"Genre(s): Strategy,                                            Management,                                            Business / Tycoon "
1393,"Genre(s): Adventure,                                            Point-and-Click "
1394,"Genre(s): Action,                                            Shooter,                                            First-Person,                                            Arcade "
1395,"Genre(s): Simulation,                                            Adventure,                                            General,                                            Space,                                            Civilian "
1396,"Genre(s): Strategy,                                            Turn-Based,                                            4X "
1397,"Genre(s): Adventure,                                            First-Person,                                            General,                                            Point-and-Click,                                            Modern "
1398,"Genre(s): Action,                                            Shooter,                                            Shooter,                                            Third-Person,                                            Sci-Fi,                                            Arcade "
1399,"Genre(s): Strategy,                                            Real-Time,                                            Historic,                                            General,                                            Historic "
1400,"Genre(s): Adventure,                                            General,                                            3D,                                            Point-and-Click,                                            Third-Person "
1401,"Genre(s): Action,                                            Simulation,                                            Arcade,                                            Virtual,                                            Career "
1402,"Genre(s): Strategy,                                            Real-Time,                                            Command "
1403,"Genre(s): Action,                                            Shooter,                                            First-Person,                                            Modern,                                            Action Adventure,                                            Modern,                                            General,                                            Modern "
1404,"Genre(s): Driving,                                            Racing,                                            Arcade,                                            Arcade,                                            Automobile "
1405,"Genre(s): Strategy,                                            Turn-Based,                                            Tactics "
1406,"Genre(s): Action,                                            Simulation,                                            General,                                            Virtual,                                            Career "
1407,"Genre(s): Adventure,                                            3D,                                            First-Person "
1408,"Genre(s): Action Adventure,                                            General,                                            Open-World "
1409,"Genre(s): Action,                                            Shooter,                                            First-Person,                                            Tactical "
1410,"Genre(s): Adventure,                                            General,                                            Point-and-Click "
1411,"Genre(s): Action,                                            Platformer,                                            2D "
1412,"Genre(s): Action,                                            Platformer,                                            2D "
1413,"Genre(s): Role-Playing,                                            General "
1414,"Genre(s): Action,                                            Adventure,                                            General,                                            Visual Novel "
1415,"Genre(s): Action,                                            Shooter,                                            Shooter,                                            First-Person,                                            Sci-Fi,                                            Sci-Fi,                                            Arcade "
1416,"Genre(s): Sports,                                            Team,                                            Soccer,                                            Sim "
1417,"Genre(s): Action,                                            Miscellaneous,                                            Fighting,                                            Fighting,                                            Compilation,                                            2D,                                            2D "
1418,"Genre(s): Action,                                            Adventure,                                            General,                                            Platformer,                                            2D "
1419,"Genre(s): General,                                            Role-Playing,                                            Strategy,                                            Turn-Based,                                            General,                                            Tactics "
1420,"Genre(s): Action,                                            Platformer,                                            2D "
1421,"Genre(s): Action,                                            Platformer,                                            Platformer,                                            2D,                                            2D "
1422,"Genre(s): Action Adventure,                                            General,                                            Linear "
1423,"Genre(s): General,                                            Action,                                            Simulation,                                            General,                                            Marine,                                            Combat "
1424,"Genre(s): Driving,                                            Racing,                                            Simulation,                                            General,                                            General,                                            GT / Street,                                            Automobile "
1425,"Genre(s): Fantasy,                                            Strategy,                                            Turn-Based,                                            General "
1426,"Genre(s): Strategy,                                            Real-Time,                                            Historic,                                            General,                                            Historic,                                            Tactics "
1427,"Genre(s): Action Adventure,                                            General "
1428,"Genre(s): Role-Playing,                                            Action RPG,                                            Action RPG "
1429,"Genre(s): Action,                                            Platformer,                                            2D "
1430,"Genre(s): Wargame,                                            Turn-Based,                                            Strategy,                                            Turn-Based,                                            General "
1431,"Genre(s): Action,                                            Role-Playing,                                            Platformer,                                            Action RPG,                                            Metroidvania "
1432,"Genre(s): Action,                                            Platformer,                                            2D "
1433,"Genre(s): Action,                                            Platformer,                                            2D "
1434,"Genre(s): Strategy,                                            Turn-Based,                                            General,                                            4X "
1435,"Genre(s): Action Adventure,                                            General "
1436,"Genre(s): Action,                                            Strategy,                                            Turn-Based,                                            General,                                            Tactics "
1437,"Genre(s): Adventure,                                            General "
1438,"Genre(s): Strategy,                                            Turn-Based,                                            Tactics "
1439,"Genre(s): Role-Playing,                                            Massively Multiplayer "
1440,"Genre(s): Miscellaneous,                                            Puzzle,                                            Puzzle,                                            Matching,                                            Matching "
1441,"Genre(s): Action,                                            Shooter,                                            First-Person,                                            Arcade "
1442,"Genre(s): General,                                            Racing,                                            Arcade,                                            Futuristic "
1443,"Genre(s): Action Adventure,                                            Modern,                                            General,                                            Modern "
1444,"Genre(s): Miscellaneous,                                            Adventure,                                            General,                                            3D,                                            Compilation,                                            Third-Person "
1445,"Genre(s): Strategy,                                            Real-Time,                                            Historic,                                            Historic,                                            Command "
1446,"Genre(s): Strategy,                                            Real-Time,                                            General,                                            General,                                            Defense "
1447,"Genre(s): Strategy,                                            Real-Time,                                            Historic,                                            General,                                            Historic "
1448,"Genre(s): Action,                                            Shooter,                                            First-Person,                                            Third-Person,                                            Tactical,                                            Arcade "
1449,"Genre(s): Strategy,                                            Turn-Based,                                            Real-Time,                                            4X,                                            Command "
1450,"Genre(s): Strategy,                                            Real-Time,                                            Historic,                                            General,                                            Historic "
1451,"Genre(s): Strategy,                                            Real-Time,                                            Fantasy,                                            General,                                            Fantasy "
1452,"Genre(s): Sports,                                            Team,                                            Soccer,                                            Sim "
1453,"Genre(s): Role-Playing,                                            General "
1454,"Genre(s): Racing,                                            Simulation,                                            Arcade,                                            Automobile "
1455,"Genre(s): Role-Playing,                                            Action RPG,                                            Action RPG "
1456,"Genre(s): Action,                                            Platformer,                                            2D "
1457,"Genre(s): Action,                                            Beat-'Em-Up,                                            2D "
1458,"Genre(s): Sports,                                            Team,                                            Soccer,                                            Sim "
1459,"Genre(s): Adventure,                                            General,                                            Point-and-Click "
1460,"Genre(s): Strategy,                                            Turn-Based,                                            Tactics "
1461,"Genre(s): Miscellaneous,                                            Compilation "
1462,"Genre(s): Role-Playing,                                            General,                                            Japanese-Style "
1463,"Genre(s): Strategy,                                            Turn-Based,                                            4X "
